autor,fecha,tweet_id,texto,texto_tokenizado
Chris,2021-09-27T20:54:13Z,1442593442169647e3,Just posted a photo https://t.co/jLd5Ut17pS,
Chris,2021-09-07T06:11:51Z,1435123629688197e3,"In 2019 I partnered with @Emirates and @EXPO2020Dubai to help bring awareness to what is a really important event for the world. If you are able to travel and you feel it’s safe, I sincerely hope you can make it.
#FlyEmiratesFlyBetter #Expo2020 https://t.co/BhF2XSuWlL",
Chris,2021-08-18T22:27:42Z,1428121452541214700,Massive results for @erikconover from our new program Centr Power! So stoked for you mate. Join Erik and others today by signing up at @centrfit link in bio! https://t.co/yr9JPkpmtV,
Chris,2021-08-16T23:13:45Z,1427408265151922200,Welcome to the MCU Shang-Chi! Can’t wait to see this. It’s going to be epic! Out September 3rd #ShangChi @marvelstudios https://t.co/CSa8KSmjQs,
Chris,2021-08-06T23:18:24Z,1.4237855568115999e+18,Just posted a video https://t.co/GkPP746mLL,
Chris,2021-03-22T21:35:39Z,1374112562086809600,The following contains a few naughty words 🤬It also contains some truth about me that I’m a🤬😜. @centrfit https://t.co/vOKxwtZelO,
Chris,2021-02-18T21:01:39Z,1362507595714601e3,If it’s results you wanna see my team is a-head of the game 😜 sign up @centrfit now. Link in bio https://t.co/JrghymPkry,
Chris,2020-06-24T23:59:53Z,1275941747374391300,EPIC! https://t.co/ABwPn63chv,
Chris,2020-05-13T23:31:41Z,1260714361636769800,"#ALLINCHALLENGE accepted.  I’m inviting you and a guest to the premiere of THOR: LOVE &amp; THUNDER!  Donations go to @nokidhungry, #mealsonwheels and #americasfoodfund which benefits @FeedingAmerica and @WCKitchen. https://t.co/OPiTWmljec https://t.co/eqTltSmv5t",
Chris,2020-05-08T21:15:10Z,1258868068589154300,Just going through some workout equipment for EXTRACTION training https://t.co/63B86BgDJi,
Chris,2020-05-06T18:37:48Z,1258103688230572e3,"@NetflixLAT Mates, please... https://t.co/9wTTpIJvC1",
